event_type,event_stage,p,target_rel,channels,subject,summary,assessment,image,icon,tags,sound_id,implementation notes
tutorial_mission,sneak_start,,,player_intel_always,Adquirir datos del punto de salto en Derinkuyu,"Contacte con $dataContactName en la estacion minera de Derinkuyu para adquirir las lecturas brutas de los puntos de salto.

Debe realizar el contacto con el transpondedor apagado, ya que los mineros de Derinkuyu se han vuelto piratas y, de lo contrario, su flota sera atacada.","Use ""Sigilo"" para evitar ser detectado y ""Propulsion de emergencia"" para escapar si lo ven.",,,"no_system_prefix, important",,
tutorial_mission,sneak_end,,,player_intel_always,Regresar a Ancyra con los datos,Regrese a Ancyra y contacte con $mainContactPost $mainContactLastName para entregar los datos del punto de salto.,,,,"no_system_prefix, important",,
tutorial_mission,salvage_core_start,,,player_intel_always,Rescatar un nucleo de IA de un pecio,"Analizar los datos de los puntos de salto requiere un nucleo de IA.

Hay una sonda de prospeccion de la era del Dominio en la orbita de Pontus. Si se rescata, es probable que proporcione un nucleo de IA gamma, lo cual deberia ser suficiente para la tarea.","Ve a Pontus, dirigete hacia el cinturon de asteroides y usa un pulso de sensores activos para localizar la sonda.

Acercate y rescatala, o destruyela para buscar entre los restos resultantes.

Es probable que primero tenga que superar algunas defensas automaticas.",,,"no_system_prefix, important",,
tutorial_mission,salvage_core_end,,,player_intel_always,Regresar a Ancyra con el nucleo de IA,Regrese a Ancyra y contacte con $mainContactPost $mainContactLastName para entregar el nucleo de IA.,,,,"no_system_prefix, important",,
tutorial_mission,ship_recovery_start,,,player_intel_always,Recuperar naves en pecio alrededor de Tetra,"Dirigete al cementerio de naves cerca de Tetra y rescata tantas naves como sea posible.

Trae tripulacion adicional para tripular las naves rescatadas, y suministros extra para ayudar a restaurar su preparacion de combate.",,,,"no_system_prefix, important",,
tutorial_mission,ship_recovery_end,,,player_intel_always,Regresar a Ancyra y equipar las naves recuperadas,Vuelve con $mainContactPost $mainContactLastName en Ancyra para que te ayude a equipar las naves recuperadas con armas.,,,,"no_system_prefix, important",,
tutorial_mission,stabilize_jump_point,,,player_intel_always,Estabilizar el punto de salto del sistema interior,"Utiliza la secuencia de hiperonda producida por el nucleo de IA para estabilizar el punto de salto del sistema interior.

Primero tendras que derrotar a los piratas que lo custodian.",,,,"no_system_prefix, important",,
tutorial_mission,stabilize_jump_point_done,,,player_intel_always,Regresar a Ancyra e informar de tu exito,"La conexion de Galatia con el hiperespacio se ha restaurado, y las flotas comerciales pueden entrar y salir del sistema una vez mas.

Es probable que el liderazgo de Derinkuyu sea derrocado pronto por los mineros de base, ansiosos por situarse de nuevo en el lado correcto de la ley.",,,,"no_system_prefix, important",,
tutorial_mission,deliver_message,,,player_intel_always,Entregar informe a Jangala en el sistema Corvus,"El/la $MainContactRank $mainContactLastName le ha encargado que entregue un informe detallando los acontecimientos recientes al/la $jangalaContactPost $jangalaContactLastName en Jangala.

Asegurese de tener suficiente combustible para completar el viaje con exito.",,,,"no_system_prefix, important",,
tutorial_mission,end,,,player_intel_always,Informe entregado,Ha entregado el informe y su reputacion con la Hegemonia ha aumentado considerablemente.,,,,"no_system_prefix, important",,
,,,,,,,,,,,,
# faction commission,,,,,,,,,,,,
faction_commission,posting,,,posting,"Requerido para la mayoria de las compras militares en el mercado, y otorga una pequena recompensa por enemigos de la faccion, lo que la hara hostil al poseedor de la comision.","La recompensa comienza en $baseBounty creditos para una fragata enemiga y aumenta para naves mas grandes.

Se anulara si la reputacion del titular de la comision con $theFaction cae por debajo de neutral.",,,,important,,
faction_commission,accept,,,secure_comm,Comision de $Faction aceptada,"Requerida para la mayoria de las compras militares en el mercado, y otorga una pequena recompensa por enemigos de la faccion, que se volvera hostil al titular de la comision.","La recompensa empieza en $baseBounty creditos por una fragata enemiga y aumenta para naves mas grandes.

Se anulara si la reputacion del comisionado con $theFaction cae por debajo de neutral.
",,,important,,
faction_commission,become_hostile,,,secure_comm,$otherFaction ahora es hostil,"Debido a que ha aceptado un contrato con $theFaction, $theOtherFactionLong ahora es hostil hacia usted.",,,,"important, nomap",,
faction_commission,bounty_payment,,,secure_comm,Pago de $theFaction: $bountyCredits creditos,"El mensaje contiene un archivo adjunto cifrado con un pago de $bountyCredits creditos por luchar contra los enemigos de $theFaction.

Hace referencia a los datos del registro de vuelo de su reciente batalla contra $enemyDesc.",Se han obtenido $bountyCredits creditos.,,graphics/icons/intel/gain_credits.png,nomap,,
faction_commission,annul,,,secure_comm,Comision con $theFaction anulada,El mensaje es un comunicado oficial de $theFaction en el que se anula su contrato debido a la falta de buena reputacion.,Podria aceptar otro encargo cuando la relacion mejore.,,,"important, nomap",,
faction_commission,rep_drop_hostile,,,secure_comm,Aviso de $Faction sobre hostilidades con $theOtherFaction,"El mensaje es un comunicado oficial de $theFaction, en el que se cuestionan sus presuntas hostilidades con $theOtherFaction y se le recuerda, en terminos contundentes, que $theOtherFaction $otherFactionIsOrAre no es un enemigo de $theFaction.",Sus acciones podrian provocar hostilidades abiertas entre $theFaction y $theOtherFaction.,,,nomap,,
,,,,,,,,,,,,
# faction hostility,,,,,,,,,,,,
faction_hostility,warning,,,secure_comm,Hostilidades inminentes entre $theOneFaction y $theTwoFaction,"Recibe una advertencia de $theCommissionFaction de que el estado de guerra fria con $theOtherFaction es casi seguro que dara paso a las hostilidades abiertas en cuestion de semanas, como maximo.","$TheOtherFaction se volvera hostil hacia usted, ya que posee un contrato de $commissionFaction.

Su relacion con $theOtherFaction se restaurara en su mayor parte una vez que concluyan las hostilidades.",,graphics/icons/intel/faction_conflict.png,important,,
faction_hostility,start,,,news,Hostilidades abiertas entre $theOneFaction y $theTwoFaction,"El estado de guerra fria entre $theOneFaction y $theTwoFaction ha dado paso a las hostilidades abiertas.

Sin embargo, no se esperan grandes acciones de flota ni ataques a centros de poblacion, y la mayoria de los expertos predicen que se llegara a algun tipo de acuerdo de paz en el plazo de un ciclo.",,,graphics/icons/intel/faction_conflict.png,important,,
faction_hostility,end,,,news,Armisticio entre $theOneFaction y $theTwoFaction,Se ha alcanzado un acuerdo mediante canales secundarios; las hostilidades abiertas entre $theOneFaction y $theTwoFaction han cesado y el comercio normal se ha reanudado.,Las hostilidades abiertas han terminado.,,graphics/icons/intel/faction_peace.png,important,,
,,,,,,,,,,,,
# civil disorder,,,,,,,,,,,,
civil_disorder,possible1,,,player_intel,Posible desorden civil $onOrAt $market,Hay indicios de que es probable que se produzcan disturbios civiles $onOrAt $market en pocas semanas.,Disminucion de la produccion $onOrAt $market.,,,,,
civil_disorder,possible2,,,news,Posible desorden civil $onOrAt $market,Un destacado intelectual $onOrAt $market publico un comunicado critico con $rulingfaction y fue arrestado poco despues. Los oficiales de $rulingfaction no han hecho comentarios.,Aumento de los signos de desorden civil $onOrAt $market.,,,,,
civil_disorder,possible3,,,news,Posible desorden civil $onOrAt $market,"Se llevo a cabo una protesta frente a la sede de la administracion de $rulingFaction $onOrAt $market. Las autoridades dispersaron la multitud, lo que provoco varias muertes.",Aumento de los signos de desorden civil $onOrAt $market.,,,,,various factions may comment on this event
civil_disorder,possible3,,HOSTILE,"tritachyon_public,
hegemony_public",Posible desorden civil $onOrAt $market,$faction ha publicado un comunicado condenando la represion innecesariamente dura de $rulingFaction contra las protestas $onOrAt $market.,Aumento de los signos de desorden civil $onOrAt $market.,,,,,possible reaction to the above event
civil_disorder,possible3,,FRIENDLY,"tritachyon_public,
hegemony_public",Posible desorden civil $onOrAt $market,"$faction ha publicado un comunicado condenando las protestas que tienen lugar $onOrAt $market, instando a sus lideres a entregarse a los oficiales de $rulingFaction.",Aumento de los signos de desorden civil $onOrAt $market.,,,,,possible reaction to the above event
civil_disorder,possible4,,,news,Posible desorden civil $onOrAt $market,Las autoridades locales de $rulingfaction $onOrAt $market han anunciado que varios destacados agitadores antigubernamentales han sido arrestados.,Aumento de los signos de desorden civil $onOrAt $market.,,,,,
civil_disorder,likely,,,player_intel,Probable disturbio civil $onOrAt $market,Hay indicios de que es casi seguro que se produciran disturbios civiles $onOrAt $market en pocas semanas.,Disminucion de la produccion $onOrAt $market.,,,,,
civil_disorder,start1,,,news,Disturbios civiles $onOrAt $market,Ha estallado una huelga general $onOrAt $market. Los oficiales de $rulingfaction han publicado un comunicado condenando las acciones de unos pocos cabecillas antigubernamentales. ,Disminucion de la produccion $onOrAt $market.,,,,,
civil_disorder,start2,,,news,Disturbios civiles $onOrAt $market,Se ha producido una serie de atentados contra las instalaciones de $rulingparty $onOrAt $market. Se ha emitido un comunicado oficial prometiendo que los responsables seran llevados ante la justicia.,Disminucion de la produccion $onOrAt $market.,,,,,
civil_disorder,start3,,,news,Disturbios civiles $onOrAt $market,Los actos de sabotaje han paralizado los principales centros de produccion $onOrAt $market.,Disminucion de la produccion $onOrAt $market.,,,,,
civil_disorder,ending1,,,news,,Se ha declarado la ley marcial $onOrAt $market para suprimir los disturbios civiles.,Es probable que la produccion vuelva pronto a sus niveles normales.,,,,,
civil_disorder,ending2,,,news,,Los oficiales de $rulingfaction $onOrAt $market han anunciado incursiones en varios refugios de la oposicion. El tiroteo resultante dejo decenas de victimas.,Es probable que la produccion vuelva pronto a sus niveles normales.,,,,,
civil_disorder,ending3,,,news,,Se han desplegado infantes de marina en los principales centros de poblacion $onOrAt $market para sofocar los disturbios civiles.,Es probable que la produccion vuelva pronto a sus niveles normales.,,,,,
civil_disorder,ending4,,,news,,Se han iniciado conversaciones entre $rulingFaction y los lideres de la oposicion $onOrAt $market.,Es probable que la produccion vuelva pronto a sus niveles normales.,,,,,
civil_disorder,end1,,,news,,La ley marcial se ha levantado a medida que la paz regresa a $market.,La produccion ha vuelto a sus niveles normales.,,,,,
civil_disorder,end2,,,news,,Se han retirado los infantes de marina de los principales centros de poblacion a medida que la paz regresa a $market.,La produccion ha vuelto a sus niveles normales.,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
sindria_terrorists,likely,,,sindrian_diktat_internal,Posibles ataques terroristas en Sindria,La inteligencia indica que los terroristas han obtenido un alijo de armas ilegales y pretenden utilizarlas contra objetivos gubernamentales.,Probable disminucion de la produccion en Sindria.,,,,,precursor to terrorist attacks
sindria_terrorists,start1,,,news,Ataques terroristas en Sindria,Un monumento publico que conmemoraba las victorias militares del Leon fue destruido en un bombardeo nocturno que fue condenado rapidamente por los oficiales del Diktat. Se ha impuesto un toque de queda temporal en las principales ciudades-colmena y se han aumentado las patrullas de seguridad.,Disminucion de la produccion en Sindria.,,,,,start option 1
sindria_terrorists,start2,,,news,Ataques terroristas en Sindria,Se encontraron y desactivaron varias bombas en centros industriales clave de Sindria. Se han cerrado instalaciones por todo el planeta y se han registrado en busca de explosivos. Un oficial del Diktat anuncio la formacion de un grupo de trabajo especial para hallar a los responsables.,Disminucion de la produccion en Sindria.,,,,,start option 2
sindria_terrorists,start3,,,news,Ataques terroristas en Sindria,Se ha producido una serie de bombardeos contra oficinas administrativas del Diktat en Sindria. Un comunicado emitido por los oficiales del Diktat prometio que se haria justicia rapidamente con los terroristas.,Disminucion de la produccion en Sindria.,,,,,start option 3
sindria_terrorists,continued1,,,news,Ataques terroristas en Sindria,Varias explosiones sacudieron los niveles superiores de las principales ciudades-colmena; los lideres terroristas han publicado un comunicado en holovideo afirmando que los bombardeos continuaran hasta que las autoridades del Diktat liberen a ciertos prisioneros politicos retenidos en Cruor. ,Disminucion de la produccion en Sindria.,,,,,"may proceed through zero or more of the ""continued"" event stages before reaching one of the concluding stages."
sindria_terrorists,continued2,,,news,Ataques terroristas en Sindria,"Un grupo de terroristas asalto hoy un centro de reclutamiento naval del Diktat. Todos murieron en un tiroteo que duro horas, lo que provoco decenas de victimas civiles. Los oficiales del Diktat han condenado este acto cobarde.",Disminucion de la produccion en Sindria.,,,,,""""
sindria_terrorists,concluding1,,,news,Ataques terroristas en Sindria,"Las fuerzas de seguridad asaltaron una casa de seguridad terrorista, pero la encontraron abandonada. Los oficiales de la inteligencia del Diktat afirman haber hallado pruebas que ayudaran a localizar a los terroristas.",La produccion en Sindria pronto volvera a sus niveles normales.,,,,,
sindria_terrorists,concluding2,,,news,Ataques terroristas en Sindria,Un secuaz terrorista fue capturado e interrogado por la inteligencia del Diktat. Los oficiales afirman que la busqueda de los lideres terroristas esta llegando a su fin.,La produccion en Sindria pronto volvera a sus niveles normales.,,,,,
sindria_terrorists,end1,,,news,Ataques terroristas en Sindria detenidos.,"Las fuerzas de seguridad del Diktat realizaron una redada en varios refugios terroristas en una operacion repentina de madrugada. Segun los oficiales, la detonacion de municiones mal almacenadas no dejo supervivientes.",Los niveles de produccion vuelven a la normalidad en Sindria.,,,,,
sindria_terrorists,end2,,,news,Ataques terroristas en Sindria detenidos.,"Las fuerzas de seguridad del Diktat han capturado a lideres terroristas que intentaban huir de Sindria. Los oficiales han declarado que, tras ser interrogados por la Inteligencia del Diktat, se llevara a cabo un juicio rapido y una ejecucion publica.",Los niveles de produccion vuelven a la normalidad en Sindria.,,,,,"Like a Cardassian novel, everyone arrested in Sindria is guilty - the only question remains: of what?"
