id,trigger,conditions,script,text,options,notes
BFFIulmusSedge1b,DialogOptionSelected,"$option == bffi_ulmusTalkSedge1
$player.agreedWithSedgeTheology",ShowThirdPerson sedge,"Wrestling Sedge te muestra su sonrisa rota.

""Capitan $playerFirstName! Es un placer verle. Y de nuevo el hombre con demasiada fe, Bornanew. Jethro Bornanew. Lo ve?"".

La pistola de Sedge no vacila.

""Esta vez lo recuerdo por usted. Pero"", frunce el ceno, ""que mala suerte la mia haberle encontrado en este camino"".","bffi_ulmusTalkSedge2e:""Con mala suerte? Por que?"". 
bffi_ulmusTalkSedge2a:Subvocalizar una llamada a tu equipo de seguridad
bffi_ulmusTalkSedge2b:""Solo estabamos charlando con el senor Pond.""
bffi_ulmusTalkSedge2c:""Sedge. Deberia haberte disparado cuando tuve la oportunidad.""
bffi_ulmusTalkSedge2d:Desenvainar tu arma",
BFFIulmusSedge2a,DialogOptionSelected,$option == bffi_ulmusTalkSedge2a,"$option = bffi_ulmusTalkSedge3 0
FireBest DialogOptionSelected","Tu y Sedge intercambiais una mirada mientras se oyen estallidos y gritos apagados que provienen de las estructuras circundantes, resonando de forma extrana por el pozo de luz tras el panel de plastico translucido que hace las veces de ventana. El suelta un grunido de insatisfaccion.",,
BFFIulmusSedge2b,DialogOptionSelected,$option == bffi_ulmusTalkSedge2b,"$option = bffi_ulmusTalkSedge3 0
FireBest DialogOptionSelected","Sedge grune con insatisfaccion. Se oyen estallidos y gritos amortiguados provenientes de las estructuras circundantes, que resuenan extranamente por el pozo de luz mas alla del panel de plastico translucido que hace las veces de ventana. ",,
BFFIulmusSedge2c,DialogOptionSelected,$option == bffi_ulmusTalkSedge2c,"$option = bffi_ulmusTalkSedge3 0
FireBest DialogOptionSelected","Sedge grune como si estuviera de acuerdo. Se oyen estallidos y gritos amortiguados que provienen de las estructuras circundantes, resonando extranamente por el pozo de luz mas alla del panel de plastico translucido que hace las veces de ventana. ",,
BFFIulmusSedge2d,DialogOptionSelected,$option == bffi_ulmusTalkSedge2d,"$option = bffi_ulmusTalkSedge3 0
FireBest DialogOptionSelected","En cuanto tu mano se mueve hacia tu cinturon, la pistola de Sedge apunta a tu centro de masa. Te sostiene la mirada, con la suya brillando con una intensidad intrepida, y sacude levemente la cabeza. Se oyen estallidos y gritos amortiguados provenientes de las estructuras circundantes, que resuenan extranamente por el pozo de luz mas alla del panel de plastico translucido que hace las veces de ventana.  ",,
BFFIulmusSedge2e,DialogOptionSelected,$option == bffi_ulmusTalkSedge2e,"$option = bffi_ulmusTalkSedge3 0
FireBest DialogOptionSelected","-Porque debo hacerlo -la pistola de Sedge se dirige hacia su centro de masa-. Es la Senda.

Se oyen estallidos sordos y gritos procedentes de las estructuras circundantes, que resuenan extranamente por el pozo de luz mas alla del panel de plastico translucido que hace las veces de ventana.  ",,# sorry bro
BFFIulmusSedge3,DialogOptionSelected,$option == bffi_ulmusTalkSedge3,"AddTextSmall ""Ulmus Pond ha recibido un disparo"" highlight
HideSecondPerson
$global.bffi_pondFateKilledBySedge = true
$option = bffi_ulmusTalkSedge3b 0
FireBest DialogOptionSelected","""La Senda no puede doblegarse. Ahora no"", dice con brusquedad. Su arma se agita hacia Ulmus Pond y emite un chirrido metalico, como una herramienta cayendo en un motor rotativo.",,
BFFIulmusSedge3b,DialogOptionSelected,$option == bffi_ulmusTalkSedge3b,,"La sangre de Ulmus salpica el panel de la ventana, tinendo la sala de un rojo turbio. En ese instante, Bornanew se lanza contra Sedge.",bffi_ulmusTalkSedge4:Continuar,
BFFIulmusSedge4,DialogOptionSelected,$option == bffi_ulmusTalkSedge4,"EndConversation DO_NOT_FIRE
BeginConversation sedge
AddTextSmall ""Jethro Bornanew ha recibido un disparo"" highlight
$global.bornanewShotDuringBFFI = true","El pistola chirria de nuevo, alcanzando a Bornanew en pleno salto.

Su cuerpo masivo, convulsionando y sangrando, choca contra las piernas de Sedge, haciendo que el sendista pierda el equilibrio.",bffi_ulmusTalkSedge5:Desenfundar el arma y detener a Sedge ,
#BFFIulmusSedge4dev,DialogOptionSelected,"$option == bffi_ulmusTalkSedge4
$global.isDevMode","EndConversation DO_NOT_FIRE
BeginConversation sedge
AddTextSmall ""Jethro Bornanew ha recibido un disparo"" highlight
$global.bornanewShotDuringBFFI = true","La pistola vuelve a rugir, sorprendiendo a Bornanew en pleno salto.

Su cuerpo masivo, convulsionando y sangrando, choca contra las piernas de Sedge, haciendo que el sendista pierda el equilibrio.

(modo dev para probar todas las opciones)","bffi_ulmusTalkSedge5:Desenfundar el arma y disparar a Sedge (por defecto)
bffi_ulmusTalkSedge5devA:Desenfundar el arma y disparar a Sedge (cuchillo)
bffi_ulmusTalkSedge5devB:Desenfundar el arma y disparar a Sedge (spray)
bffi_ulmusTalkSedge5devC:Desenfundar el arma y disparar a Sedge (alambre)
bffi_ulmusTalkSedge5devD:Desenfundar el arma y disparar a Sedge (espada)",
#BFFIulmusSedge5devA,DialogOptionSelected,$option == bffi_ulmusTalkSedge5devA,"$player.sdtu_weaponKnife = true
$option = bffi_ulmusTalkSedge5 0
FireBest DialogOptionSelected",(DEV: arma configurada como cuchillo),,
#BFFIulmusSedge5devB,DialogOptionSelected,$option == bffi_ulmusTalkSedge5devB,"$player.sdtu_weaponSpray = true
$option = bffi_ulmusTalkSedge5 0
FireBest DialogOptionSelected",(DEV: arma configurada como spray),,
#BFFIulmusSedge5devC,DialogOptionSelected,$option == bffi_ulmusTalkSedge5devC,"$player.sdtu_weaponWire = true
$option = bffi_ulmusTalkSedge5 0
FireBest DialogOptionSelected",(DEV: arma configurada como cable),,
#BFFIulmusSedge5devD,DialogOptionSelected,$option == bffi_ulmusTalkSedge5devD,"$player.sdtu_weaponSword = true
$option = bffi_ulmusTalkSedge5 0
FireBest DialogOptionSelected",(DEV: arma configurada como espada),,
BFFIulmusSedge5,DialogOptionSelected,$option == bffi_ulmusTalkSedge5,"AddTextSmall ""Wrestling Sedge muerto"" highlight
EndConversation DO_NOT_FIRE
HideVisual","Con un movimiento fluido, desenfundas tu arma y le asestas un disparo en la cabeza a Sedge.

Con un suspiro, su cuerpo se desliza contra la pared, con la mirada vacia y la expresion congelada en un gesto de asombro estupefacto.",bffi_ulmusSedge6:Comprobar Bornanew,
BFFIulmusSedge5grenade,DialogOptionSelected,"$option == bffi_ulmusTalkSedge5
$player.sdtu_weaponGrenade","EndConversation DO_NOT_FIRE
HideVisual","Con un movimiento fluido sacas una granada, deslizando un dedo con precision para ajustar la potencia al minimo, y la lanzas suavemente hacia la cabeza de Sedge. Ves el inicio de una expresion de confusion en su rostro antes del destello y un estallido ensordecedor, casi doloroso.

Sedge se desploma contra la pared, con el rostro congelado en la sorpresa eterna de la muerte. La sangre empieza a brotar de su nariz, de sus ojos, de sus oidos, de su boca. La piel de su cara se torna roja. En cuestion de minutos, parecera una masa purpura e hinchada.",bffi_ulmusSedge6:Comprobar Bornanew,"# a grenade at this range? tough sell.
# and yet..."
BFFIulmusSedge5knife,DialogOptionSelected,"$option == bffi_ulmusTalkSedge5
$player.sdtu_weaponKnife","AddTextSmall ""Wrestling Sedge muerto"" highlight
EndConversation DO_NOT_FIRE
HideVisual","Con un movimiento fluido, desenvainas y activas tu vibrocuchillo ceramico, trazando un arco que corta la garganta de Sedge. No hay resistencia.

Con un suspiro humedo, su cuerpo se desliza contra la pared, con el rostro hacia abajo y los ojos fijos en ti, con una expresion de asombro estupefacto.",bffi_ulmusSedge6:Comprobar Bornanew,
BFFIulmusSedge5spray,DialogOptionSelected,"$option == bffi_ulmusTalkSedge5
$player.sdtu_weaponSpray","AddTextSmall ""Wrestling Sedge muerto"" highlight
EndConversation DO_NOT_FIRE
HideVisual","Con un movimiento fluido, levantas la mano y activas el spray venenoso, apuntando hacia arriba y lejos del cuerpo sangrante de Bornanew. Una bruma en el aire desaparece en un parpadeo, como si nunca hubiera estado alli.

Con una tos humeda y un sonido agonico y sofocante, el cuerpo de Sedge se desliza contra la pared. Sus ojos te parpadean una vez, con la expresion congelada en una mirada de asombro estupido.",bffi_ulmusSedge6:Comprobar Bornanew,
BFFIulmusSedge5wire,DialogOptionSelected,"$option == bffi_ulmusTalkSedge5
$player.sdtu_weaponWire","AddTextSmall ""Wrestling Sedge muerto"" highlight
EndConversation DO_NOT_FIRE
HideVisual","Con un movimiento fluido, tensas el extremo falso del hilo monomolecular y lo lanzas en un arco que intercepta el cuello de Sedge. No hay resistencia.

Con un suspiro humedo, su cuerpo se desliza contra la pared, con la cabeza ladeada. Sus ojos te parpadean una vez, con una expresion de sorpresa atonita.",bffi_ulmusSedge6:Comprobar Bornanew,
BFFIulmusSedge5sword,DialogOptionSelected,"$option == bffi_ulmusTalkSedge5
$player.sdtu_weaponSword","AddTextSmall ""Wrestling Sedge muerto"" highlight
EndConversation DO_NOT_FIRE
HideVisual","Con un movimiento fluido, desenvainas tu espada y la lanzas en un arco que corta la garganta de Sedge.

Con un suspiro humedo, su cuerpo se desliza contra la pared, con el rostro hacia abajo y los ojos fijos en ti, con una expresion de asombro estupido.",bffi_ulmusSedge6:Comprobar Bornanew,
BFFIulmusSedge5none,DialogOptionSelected,"$option == bffi_ulmusTalkSedge5
$player.sdtu_weaponNone","EndConversation DO_NOT_FIRE
HideVisual","En un movimiento nacido de largas horas de entrenamiento, su pierna se lanza hacia Sedge a la velocidad del pensamiento. Impacta en el centro de su cabeza con toda su fuerza, sacudiendola hacia atras con un violento tiron.

Un unico estremecimiento recorre su cuerpo, desde su grueso cuello, ya amoratado por el hueso y el tejido destrozados, hasta sus pies con botas. Su cabeza cae hacia un lado en un angulo antinatural, con la sangre brotando de lo que queda de su nariz, su boca y sus ojos.",bffi_ulmusSedge6:Comprobar Bornanew,"# not sure the drama works if you snap his neck or w/e?
# of course it does! let's do it"
BFFIulmusSedge6,DialogOptionSelected,$option == bffi_ulmusSedge6,"$player.bffi_playerKilledSedgeAfterPond = true
$player.killedSedge = true
$global.bornanewWasShotBySedge = true
SetPersonHidden sedge true","Bornanew sobrevive, pendiendo de un hilo.

En los instantes que siguen al enfrentamiento, un tiempo vaciado por la violencia y colmado de la intensidad fugaz de la adrenalina, aparece tu equipo de seguridad.

Al encontrarte ileso, colocan paquetes estabilizadores y vendas para traumatismos al caballero caido. Ha dejado un charco de sangre increible en el apartamento barato. Gotea escaleras estrechas abajo.

Los otros dos cuerpos yacen muertos.

No esta claro hasta que punto Ulmus Pond fue utilizado por la causa sendista, o hasta que punto de verdad creia en ella, pero su lealtad -si es que alguna vez la tuvo- murio con el.",bffi_ulmusSedge7:Continuar,
BFFIulmusSedge7,DialogOptionSelected,$option == bffi_ulmusSedge7,ShowLargePlanet,"Llevas el maletin de cuero de Bornanew a la lanzadera. Tu equipo transporta su cuerpo inconsciente.

Al despegar, lo recuestan en varios asientos. El medico asignado vigila de cerca la pequena red improvisada de maquinas medicas.

El datapad de Bornanew se abre al tacto, permitiendote acceder a las coordenadas proporcionadas por Ulmus Pond. Y a una grabacion de la breve interrogacion. $global.jethroName planeo la posibilidad de su incapacitacion o muerte, y te dio acceso a su trabajo.",bffi_ulmusSedge8:Continuar,"# he trusts you, see!"
BFFIulmusSedge8,DialogOptionSelected,$option == bffi_ulmusSedge8,"SetTextHighlights ""$bffi_patherStationSystem.""
ShowDefaultVisual
unset $global.bffi_followUlmusPond
Call $global.bffi_ref spawnPatherBase
$global.bffi_investigatePatherStation = true
Call $global.bffi_ref updateStage
FireAll PopulateOptions","Un equipo medico pasa corriendo junto a ti hacia Bornanew mientras sales de tu nave insignia.

Sobrevivira, te aseguran. Pero le dolera; el oficial medico jefe de tu nave insignia no dice nada sobre esto.

Ahora te queda claro que se trata de una conspiracion sendista, y mataran para evitar que se descubra. Tu siguiente paso es dirigirte al origen de la reliquia falsa: una orbita solitaria en el confin del Sector Perseano.

En el $bffi_patherStationSystem.",,
,,,,,,
"# BFFI ulmus end, no Sedge",,,,,,
BFFIulmusNoSedgeOutro0,DialogOptionSelected,"$option == bffi_ulmusTalkSedgeCheck
$player.shotSedge",,"El datapad de Bornanew tiembla en las manos de Pond. No puede designar un sistema estelar hasta que Bornanew le sujete el datapad con firmeza. Un objetivo.

-Este sendista, Ulmus -dice Bornanew, mirando el datapad y guardandolo en su zurron. La amenaza desaparece de su voz-. Decidnos su nombre.

Las lagrimas corren por el rostro de Pond; el hombre parece desinflado, absolutamente derrotado. -Sedge -dice.

Bornanew os lanza una mirada.","bffi_pondNoSedgeOutro1a:""Peleando con Sedge. Pero esta muerto.""
bffi_pondNoSedgeOutro1b:""Recuerdo haber resuelto ya ese problema.""",
BFFIpondNoSedgeOutro1a,DialogOptionSelected,$option == bffi_pondNoSedgeOutro1a,"$option = bffi_pondNoSedgeOutro2 0
FireBest DialogOptionSelected",,,
BFFIpondNoSedgeOutro1b,DialogOptionSelected,$option == bffi_pondNoSedgeOutro1b,"$option = bffi_pondNoSedgeOutro2 0
FireBest DialogOptionSelected",,,
BFFIpondNoSedgeOutro2goodguy,DialogOptionSelected,"$option == bffi_pondNoSedgeOutro2
$player.toldBornanewHeIsBadGuy","$option = bffi_pondNoSedgeOutro2opts 0
FireBest DialogOptionSelected","-Esto fue antes -dice Pond-. Su gente sigue... estan por todas partes. Me mataran.

Te mira con esperanza. -Tiene que ayudarme.",,
BFFIpondNoSedgeOutro2badguy,DialogOptionSelected,"$option == bffi_pondNoSedgeOutro2
$player.toldBornanewHeIsGoodGuy","$option = bffi_pondNoSedgeOutro2opts 0
FireBest DialogOptionSelected","""Eso fue antes"", dice Pond. ""Su gente sigue... estan por todas partes. Me mataran"".

Mira a Bornanew con esperanza. ""Dijo que me mantendria a salvo. Como un Caballero"".

$global.jethroName cierra los ojos y suspira.",,
BFFIpondNoSedgeOutro2choke,DialogOptionSelected,"$option == bffi_pondNoSedgeOutro2
$global.bornanewChokedPond score:2","$option = bffi_pondNoSedgeOutro2opts 0
FireBest DialogOptionSelected","""Esto"", Pond tose violentamente, agarrandose la garganta, ""...antes. Sendistas... por todas partes. Matadme"".

Te mira con miedo tras echar un vistazo a Bornanew. ""... ayudame"".",,
BFFIpondNoSedgeOutro2opts,DialogOptionSelected,$option == bffi_pondNoSedgeOutro2opts,,,"bffi_pondNoSedgeOutro2nothing:No decir nada. 
bffi_pondNoSedgeOutro2menesFool:""Ve a ver a Menes. Confiesa. Es lo bastante idiota para perdonarte.""
bffi_pondNoSedgeOutro2menesKind:""Ve a ver a Menes. Confiesa. Es lo bastante bueno para perdonarte.""
bffi_pondNoSedgeOutro2knights:""$global.jethroName, van a llevarse los Caballeros a este hombre?""
bffi_pondNoSedgeOutro2deal:""Usted se lo ha buscado. Ahora apechugue.""",
BFFIpondNoSedgeOutro2nothing,DialogOptionSelected,$option == bffi_pondNoSedgeOutro2nothing,"$option = bffi_pondNoSedgeOutro2knights 0
FireBest DialogOptionSelected",,,
BFFIpondNoSedgeOutro2knightsA,DialogOptionSelected,$option == bffi_pondNoSedgeOutro2knights,$player.bffi_pondFateKnights = true,"Bornanew te mira, luego a Pond. Y entonces habla.

""Te llevare ante un agente de los Caballeros de Ludd. Confesaras todos tus pecados, empezando por el de la herejia. Ellos te asignaran tu penitencia"".",bffi_ulmusTalkNoSedgeOut2knights:Continuar,
BFFIpondNoSedgeOutro2knightsB,DialogOptionSelected,"$option == bffi_pondNoSedgeOutro2knights
$player.toldBornanewHeIsBadGuy",$player.bffi_pondFateKnights = true,"Bornanew te mira, luego a Pond. Entonces habla.

""Te llevare ante un agente de los Caballeros de Ludd. Confesaras todos tus pecados, empezando por el de la herejia. Ellos te asignaran tu penitencia, y sera tan dura como merezcas"".

""Pero viviras"".",bffi_ulmusTalkNoSedgeOut2knights:Continuar,
BFFIpondNoSedgeOutro2menesFool,DialogOptionSelected,$option == bffi_pondNoSedgeOutro2menesFool,"$player.bffi_pondFateMenes = true
$player.ethosMercy++
$player.ethosCynical++","Pond parece consternado, pero asiente. -Si, yo... lo hare. Menes. Es un hombre amable.","bffi_ulmusTalkNoSedgeOut2menes:""Largate de aqui. Y si no se lo dices a Menes, lo hare yo.""",
BFFIpondNoSedgeOutro2menesKind,DialogOptionSelected,$option == bffi_pondNoSedgeOutro2menesKind,"$player.bffi_pondFateMenes = true
$player.ethosMercy++
$player.ethosIdealistic++","Pond parece consternado, pero asiente. ""Si, yo... lo hare. Menes comprendera por que tuve que hacer... lo que tuve que hacer"".","bffi_ulmusTalkNoSedgeOut2menes:""Largate de aqui. Y si no se lo dices a Menes, lo hare yo.""",
BFFIpondNoSedgeOutro2menesFoolB,DialogOptionSelected,"$option == bffi_pondNoSedgeOutro2menesFool
$global.bornanewChokedPond","$player.bffi_pondFateMenes = true
$player.ethosMercy++
$player.ethosCynical++","Pond parece consternado, pero asiente. -Si -Otro ataque de tos-. Menes, amable.","bffi_ulmusTalkNoSedgeOut2menes:""Largate de aqui. Y si no se lo dices a Menes, lo hare yo.""",
BFFIpondNoSedgeOutro2menesKindB,DialogOptionSelected,"$option == bffi_pondNoSedgeOutro2menesKind
$global.bornanewChokedPond","$player.bffi_pondFateMenes = true
$player.ethosMercy++
$player.ethosIdealistic++","Pond parece consternado, pero asiente. ""Si. Menes"". Otro acceso de tos. ""Lo entendera"".","bffi_ulmusTalkNoSedgeOut2menes:""Largate de aqui. Y si no se lo dices a Menes, lo hare yo.""",
,,,,,,
BFFIpondNoSedgeOutro2deal,DialogOptionSelected,"$option == bffi_pondNoSedgeOutro2deal
$player.toldBornanewHeIsBadGuy","$player.ethosRuthless++
$option = bffi_pondNoSedgeOutro2badE 0
FireBest DialogOptionSelected",,,
BFFIpondNoSedgeOutro2dealA,DialogOptionSelected,$option == bffi_pondNoSedgeOutro2deal,,"Bornanew te mira, y luego a Pond. Su expresion se suaviza, solo un poco.

""Capitan"", dice. ""Lo mataran por su fracaso. Y no sera una muerte rapida. Dejadme entregarlo a los Caballeros. Ellos le ofreceran un camino hacia la redencion, por muy duro que sea"".","bffi_pondNoSedgeOutro2knights:""Como quieras, $global.jethroName. Pond es responsabilidad tuya.""
bffi_pondNoSedgeOutro2deal2:""No. Pond se gano su propio destino y no lo quiero de otra manera.""","# just following your lead, negajeff++"
BFFIpondNoSedgeOutro2dealB,DialogOptionSelected,"$option == bffi_pondNoSedgeOutro2badE
$player.toldBornanewHeIsBadGuy","$global.bornanewBadBoy++
$player.bffi_pondFatePath = true","Bornanew te mira, y luego mira a Pond.

Hay una dureza en su expresion que no habias visto antes.","bffi_ulmusTalkNoSedgeOut2:""Hemos terminado."" (irse)",
BFFIpondNoSedgeOutro2badEb,DialogOptionSelected,$option == bffi_pondNoSedgeOutro2deal2,"$player.bffi_pondFatePathInsisted = true
AdjustRepPerson bornanew SUSPICIOUS -1",Bornanew junta las manos y se vuelve hacia Pond.,"bffi_ulmusTalkNoSedgeOut2:""Hemos terminado."" (irse)",
BFFIulmusNoSedgeOutro2,DialogOptionSelected,$option == bffi_ulmusTalkNoSedgeOut2,HideSecondPerson,"Pond asiente con lagrimas recorriendo su rostro. Parece no saber que hacer y se queda alli sentado, desplomado como un muneco de trapo, con la boca entreabierta.

Le dejas en su barato apartamento, pasando por encima de la puerta destrozada. Bornanew se detiene un momento para apoyarla contra el marco hueco de la puerta, como una disculpa insuficiente.",bffi_ulmusTalkNoSedgeOut3:Continuar,
BFFIulmusNoSedgeOutro2menes,DialogOptionSelected,"$option == bffi_ulmusTalkNoSedgeOut2menes
$player.bffi_pondFateMenes",HideSecondPerson,"Pond asiente, con las lagrimas corriendo por su rostro. Se queda desplomado como un muneco de trapo, con la boca entreabierta, hasta que Bornanew lo pone en pie.

""Muevete, caminante"". La voz de Bornanew vuelve a ser la suya. ""El camino de la redencion no es facil, pero es lo que Ludd pediria"".

Sigues a Pond desde su barato apartamento, pasando por encima de la puerta destrozada. Te lanza a ti y a Bornanew una ultima mirada, con el rostro desprovisto de emocion, y luego desaparece por uno de los laberinticos callejones del asentamiento.",bffi_ulmusTalkNoSedgeOut3:Continuar,
BFFIulmusNoSedgeOutro2knights,DialogOptionSelected,"$option == bffi_ulmusTalkNoSedgeOut2knights
$player.bffi_pondFateKnights",HideSecondPerson,"Pond asiente, con las lagrimas corriendo por su rostro. Se queda desplomado como un muneco de trapo, con la boca entreabierta, hasta que Bornanew lo pone en pie.

-Muevete, caminante. -La voz de Bornanew vuelve a ser la suya-. El camino de la redencion no es facil, pero es lo que Ludd pediria.

Sigues a Pond desde su barato apartamento, pasando por encima de la puerta destrozada. Bornanew hace una breve peticion por comunicaciones y, pronto, un par de figuras furtivas y encapuchadas recogen a Pond bajo vuestra custodia.",bffi_ulmusTalkNoSedgeOut3b:Continuar,
BFFIulmusNoSedgeOutro3,DialogOptionSelected,$option == bffi_ulmusTalkNoSedgeOut3,"
$option = bffi_ulmusTalkNoSedgeOut4 0
FireBest DialogOptionSelected","Bornanew le observa marcharse y luego se queda contigo un momento de silencio. El agua gotea y el viento gime con un lamento bajo sobre el asentamiento.

Teclea en su datapad y el tuyo emite un pitido con coordenadas entrantes.

""Sospecho que esta secta de la Senda no entregara sus secretos sin luchar"", dice. ""Han invertido mucho en esta conspiracion"".",,
BFFIulmusNoSedgeOutro3b,DialogOptionSelected,$option == bffi_ulmusTalkNoSedgeOut3b,"$option = bffi_ulmusTalkNoSedgeOut4 0
FireBest DialogOptionSelected","Bornanew le observa marcharse y luego se queda contigo un momento de silencio. El agua gotea y el viento gime con un lamento bajo sobre el asentamiento.

Teclea en su datapad y el tuyo emite un pitido con coordenadas entrantes.

""Sospecho que esta secta de la Senda no entregara sus secretos sin luchar"", dice. ""Han invertido mucho en esta conspiracion"".",,
BFFIulmusNoSedgeOutro4,DialogOptionSelected,$option == bffi_ulmusTalkNoSedgeOut4,"unset $global.bffi_followUlmusPond
Call $global.bffi_ref spawnPatherBase
$global.bffi_investigatePatherStation = true
Call $global.bffi_ref updateStage","Mirais vuestro TriPad, leyendo las coordenadas facilitadas por Ulmus Pond.","bffi_ulmusTalkNoSedgeOut5:""Vamos a $bffi_patherStationSystem.""",
BFFIulmusNoSedgeOutro5,DialogOptionSelected,$option == bffi_ulmusTalkNoSedgeOut5,"EndConversation DO_NOT_FIRE
ShowLargePlanet","-Rezo para que encontremos nuestras respuestas -dice Bornanew mientras regresais a la lanzadera-. Y temo que ahora los sendistas sepan que conocemos sus intenciones.

Te aseguras en tu asiento mientras la escotilla de acceso se cierra. La lanzadera comienza a elevarse hacia la orbita.","bffi_ulmusTalkNoSedgeOut6a:""No temas, $global.jethroName. Mi $shipOrFleet estara lista.""
bffi_ulmusTalkNoSedgeOut6b:""Cuando acabe con esto, $global.jethroName, sera la Senda la que me tema a mi.""",
BFFIulmusNoSedgeOutro6a,DialogOptionSelected,$option == bffi_ulmusTalkNoSedgeOut6a,"ShowDefaultVisual
FireAll PopulateOptions",Bornanew no responde.,,
BFFIulmusNoSedgeOutro6b,DialogOptionSelected,$option == bffi_ulmusTalkNoSedgeOut6b,"$player.ethosCocky++
ShowDefaultVisual
FireAll PopulateOptions",Bornanew no responde.,,
,,,,,,
# BFFI - INVESTIGATE_PATHER_STATION,,"#Call $global.bffi_ref updateData
#$bffi_stage == INVESTIGATE_PATHER_STATION",,,,"# arrive, consult with Bornanew
# OR he's injured, so maybe not"
#devBFFIinvPatherStationOpt,PopulateOptions,"$global.isDevMode
$bffi_patherStationTarget",,,,
BFFIstationApproach,MarketPostDock,"$bffi_patherStationTarget score:1000
!$didApproach
Call $global.bffi_ref updateData
$bffi_stage == INVESTIGATE_PATHER_STATION","FireAll MostLuddicEthosRefresh
$didApproach = true
$option = bffi_psConsultFork 0
FireBest DialogOptionSelected","El oficial de sus sensores realiza un barrido pasivo continuo. Una seccion de la estacion, voluminosa y aparentemente anodina, esta emitiendo una gran cantidad de calor residual. No es una confirmacion, pero podria sugerir una nanoforja de tamano industrial operando con un bajo rendimiento.",,
BFFIpsApproachConsultStart,DialogOptionSelected,$option == bffi_psConsultFork,BeginConversation bornanew,Bornanew se une a ti en el puente de tu nave insignia. El oficial tactico le lanza una mirada esceptica.,"bffi_psConsultStartA:Asentir con la cabeza
bffi_psConsultStartB:""$global.jethroName. Agradezco su consejo.""
bffi_psConsultStartC:""Vamos a desarticular a estos sendistas de una vez por todas.""",
BFFIpsApproachConsultStartA,DialogOptionSelected,$option == bffi_psConsultStartB,"AdjustRepActivePerson COOPERATIVE 1
$option = bffi_psConsultStartA 0
FireBest DialogOptionSelected",Inclina la cabeza con las manos entrelazadas.,,
BFFIpsApproachConsultStartB,DialogOptionSelected,$option == bffi_psConsultStartC,"$player.ethosCocky
$option = bffi_psConsultStartA 0
FireBest DialogOptionSelected",Arquea una ceja y luego observa a la tripulacion de tu puente.,,
BFFIpsApproachConsultStartC,DialogOptionSelected,$option == bffi_psConsultStartA,FireAll BFFIpsaConsultHubOpts,"""Capitan"", dice el. ""Estamos aqui para averiguar quien le hizo un escaneo detallado del guante original a la Senda Ludica"". Senala hacia la pantalla de la estacion. ""Habra buffers de comunicaciones y, en algun lugar, un nucleo de datos con el escaneo del guante, junto con sus metadatos"". La pantalla rebosa de emplazamientos de armas resaltados por capas tacticas.

""Y estamos aqui para eliminar su capacidad de producir otra reliquia falsa"". Se le ve distante y dice: """"Martillo en una mano, espada en la otra; ruego ver la obra terminada"""".",,
BFFIpsaConHubOptA0,BFFIpsaConsultHubOpts,!$didStep1,,,"bffi_psaConHubRespA1:""Entonces, como cree que deberiamos abordar esto?""",
BFFIpsaConHubOptA1,BFFIpsaConsultHubOpts,!$didStep1,,,"bffi_psaConHubRespA2:""Y si les preguntamos amablemente como lo hicieron?""",
BFFIpsaConHubOptA2,BFFIpsaConsultHubOpts,!$didStep1,,,"bffi_psaConHubRespA3:""Son fanaticos. Preferirian morir antes que hablar.""",
BFFIpsaConHubOptRespA1,DialogOptionSelected,$option == bffi_psaConHubRespA1,"$didStep1 = true 0
$saidCarefully = true 0
FireAll BFFIpsaConsultHubOpts","""Con cuidado"", dice Bornanew, volviendose hacia ti. ""Como siempre. La violencia es una de las herramientas del Caballero, pero debe ser solo eso: una herramienta, no un fin en si mismo, ""para que no llene mi corazon de ira, ni mi alma de odio, y deje despues sin hogar al amor del Creador ni a la Palabra"".

Es eso parte de un credo de los Caballeros de Ludio? No es algo que hayas oido antes.",,
BFFIpsaConHubOptRespA1bb,DialogOptionSelected,"$option == bffi_psaConHubRespA1
$global.bornanewBadBoy > 2","$didStep1 = true 0
$saidDecisively = true 0
FireAll BFFIpsaConsultHubOpts","""Decididamente"", dice Bornanew, volviendose hacia ti. ""Me habeis ensenado eso. La violencia es una de las herramientas de un caballero, y no debo acobardarme ante su uso"".

""Una incursion de infantes de marina para capturar almacenes de datos, buferes de comunicaciones y prisioneros. Despues, la nanoforja y todo su equipo de apoyo deben ser destruidos"".",,
BFFIpsaConHubOptRespA2bb,DialogOptionSelected,"$option == bffi_psaConHubRespA2
$global.bornanewBadBoy > 2","$didStep1 = true 0
FireAll BFFIpsaConsultHubOpts","Bornanew os lanza una mirada cansada.

-Podeis bromear, y entiendo vuestra necesidad. -Se vuelve hacia la pantalla tactica-. Sin embargo, no cerrare los ojos ante la naturaleza de mi deber; eso me lo habeis ensenado vosotros. La violencia es una de las herramientas de un caballero, y no debo acobardarme ante su uso.

-Considerad esto: una incursion de infantes de marina para capturar almacenes de datos, buferes de comunicaciones y prisioneros. Teneis expertos en demoliciones? La nanoforja y todo su equipo de apoyo deben ser destruidos. ",,
