id,type,text1,text2,text3,text4,text5,notes
kinetic_fragments,WEAPON,"""Varios grupos de elementos en enjambre libre empezaron a acumular una carga interna, los campos electromagneticos se aproximaron e incluso cruzaron el umbral de sobrecarga en varios de sus componentes internos; se puede ver, aqui, el halo de plasma mientras el material se desprende de la estructura. Al alcanzar este estado excitado, los elementos se aceleraron hacia nuestros escudos en un intento de producir una sobrecarga... con un efecto desafortunado, debe decirse"".",-INFORME HOLOGRAFICO CERRADO para ser entregado UNICAMENTE al Director de Adquisiciones Especiales,,,,
unstable_fragment,WEAPON,"""En respuesta a las amenazas de misiles o, como descubrimos, al acercamiento de un escuadron de cazas, ciertos elementos o ""fragmentos"" del enjambre permanente empezaron a irradiar un calor residual que aumentaba exponencialmente. Este fue el signo inicial, segun revelo el analisis de telemetria tras el encuentro, de una sobrecarga autodestructiva del nucleo de energia. Estos elementos ""calientes"" utilizan propulsores de maniobra para interceptar al escaso escuadron que se aproxima y detonar. La fuerza de multiples reactores de microfusion sobrecargandose y los escombros resultantes fueron suficientes para atravesar el blindaje de naves espaciales ligeras"".

""Se emitira un parche de algoritmo tactico para que dicho comportamiento pueda ser marcado tan pronto como lo detecten los conjuntos de sensores integrados en el combate"".",-INFORME HOLOGRAFICO CERRADO para ser entregado UNICAMENTE al Director de Adquisiciones Especiales,,,,
devouring_swarm,WEAPON,"""Las tacticas de enjambre garantizan que un porcentaje de los elementos de ataque penetre la pantalla defensiva activa del objetivo. Los elementos supervivientes aprovechan su impulso para... adherirse al casco. Se despliegan herramientas y manipuladores semiautonomos -dificilmente podrian llamarse armas- para desmantelar mamparos, conductos y sistemas de la nave. Los materiales recuperados se trasladan de nuevo a los puntos de brecha y hacia... se asemejaban a drones de paquetes de carga, que intentaban regresar a la nave nodriza con su botin"".

""Aunque las maquinas no atacan a la tripulacion humana, aquellos con aumentos ciberneticos -comunes entre los espaciales y, por supuesto, entre los empleados y oficiales de la Compania- fueron... cosechados. Nos vimos obligados a asignar infantes de marina a los equipos de control de danos"".",-INFORME HOLOGRAFICO CERRADO para ser entregado UNICAMENTE al Director de Adquisiciones Especiales,,,,
voltaic_discharge,WEAPON,"""Haremos un acercamiento y... observad la estructura distintiva de la fuente de arco. Se recomienda el uso de escudos y el refuerzo contra EM cuando se identifiquen caracteristicas similares; se adjunta un conjunto de datos tacticos actualizado a este informe"".

""La operacion procedio tras detectarse un fuerte campo magnetico en un miembro de la enjambre permanente... antes de que la sonda fuera destruida, mapeo lineas de campo que se extendian mucho mas alla del elemento de apoyo de la enjambre. Como podeis ver en esta ultima imagen antes de que se perdiera la telemetria; retrocedamos un fotograma, antes del cegamiento por EM...""",-INFORME HOLOGRAFICO CERRADO para ser entregado UNICAMENTE al Director de Adquisiciones Especiales,,,,
neutron_torpedo,WEAPON,"""[Devolviendo resultados / abreviado: verdadero] de 'REVISION ESPECIAL de Investigacion y Desarrollo de Sistemas de Entrega de Municion de Materia Ultradensa (Exotica)'...""

""Si bien este comite admite que el contratista ha demostrado los medios para contener y controlar una carga de neutronio bajo condiciones de laboratorio -respaldado por un astronomico gasto de los contribuyentes, debo anadir-, no ha demostrado ahora, ni jamas, la viabilidad de su despliegia en el campo de batalla. Este comite recomienda que se retire la financiacion y que se denieguen mas permisos tecnologicos aplicados en este campo a la corporacion Tri-Tachyon a la espera de una auditoria completa de los gastos del proyecto...""","-Adquisiciones de la Armada del Dominio, actas de la APRC-3 // CLASIFICADO GALENA (historico)",,,,
light_mass_driver,WEAPON,"""[Mejor coincidencia: 'Sistema de armas de canon de masa ligero (obsoleto)' / abreviado: verdadero / mostrar coincidencia parcial: verdadero / advertencias: La variante contiene modificaciones sin licencia. La variante muestra un ID de produccion no registrado. La variante puede estar infringiendo las normas de seguridad tecnologica del Dominio.]

""...que dispara un proyectil hiperveloz denso y parcialmente ferroso que entrega una carga cinetica respetable para su clase"".

""...es una version militarizada de la catapulta lineal Mk.III civil de Stencor, preferida por las cooperativas mineras de la frontera. Tiene mala reputacion debido a los accidentes causados por copias sin licencia fabricadas en nanoforjas"".","-Resultados recopilados de ""La Enciclopedia Autorizada de los Primeros Sistemas de Armas de la Armada del Dominio, 43.a edicion""",,,,
heavy_mass_driver,WEAPON,"""[Mejor coincidencia: 'Sistema de armas de lanzador de masa pesado (obsoleto)' / abreviado: verdadero / mostrar coincidencia parcial: verdadero / advertencias: La variante contiene modificaciones sin licencia. La variante muestra un ID de produccion no registrado. La variante puede estar infringiendo los Estandias de Seguridad Tecnologica del Dominio.]

""...que dispara una carga pesada de material ultradenso con vaina ferromagnetica. Se ha descubierto que los proyectiles de hipervelocidad del lanzador de masa pesado son particularmente eficaces para sobrecargar los emisores de escudo"".

""...es una version militarizada del modelo civil pesado de la corporacion, ampliamente empleado en aplicaciones de terraformacion. Se descubrio que el sistema de armas era utilizado por ""bandidos"" anti-Dominio en naves de guerra pesadas e instalaciones defensivas [Vease tambien: > Segundo disturbio de Uridim]. La corporacion Stencor investigo... y no fue declarada responsable de la filtracion de los disenos de las armas"".","-Resultados recopilados de ""La Enciclopedia Autorizada de los Primeros Sistemas de Armas de la Armada del Dominio, 43.a edicion""",,,,
neoferric_quadcoil,WEAPON,"""[Mejor coincidencia: 'Sistema de armas Quadcoil (obsoleto)' / abreviado: verdadero / mostrar coincidencia parcial: verdadero / advertencias: La variante contiene modificaciones sin licencia. La variante muestra un ID de produccion no registrado. La variante puede estar infringiendo los estandares de seguridad tecnologica del Dominio.]

""El driver de masa militarizado de montaje cuadruple de Stencor Corporation es un rediseno basado en su linea civil de catapultas lineales. El antiguo proyectil de impacto de compuesto solido fue sustituido en esta aplicacion por una nueva clase de municiones SAPHE de propulsion magnetica, disenadas segun las especificaciones dictadas por el Consejo de Adquisiciones de la Armada. El Quadcoil anadio un sistema de armas balistico antiblindaje de alta velocidad al arsenal de la Armada; al menos para los pocos grupos de combate que pudieron disponer de las series de produccion inicialmente limitadas"".

""Como Stencor Corporation no pudo cumplir con las cuotas originales, sucumbio a la presion para transferir el contrato de adquisicion a Orion Shipyards. Mas tarde, Stenccor reclamo danos a Orion debido a la filtracion de archivos de licencia a los piratas de forjas de la red oscura. [Ver tambien: > Stancor, escandalo de armamento, > Stancor, quiebra y disolucion]""","-Resultados recopilados de ""La Enciclopedia Autorizada de los Primeros Sistemas de Armas de la Armada del Dominio, 43.a edicion""",,,,
voltaic_cannon,WEAPON,"""Un rayo globular propio del mismisimo infierno. Algun tipo de proyectil de plasma autoestabilizado que contiene un cuasiparticula monopolo? Eso es lo que dijo el tecnico. Bueno, tenia tanta carga electrica como cualquier carga de EMP que haya encontrado en combate, sin embargo, se mantiene unido a un alcance tan largo...""

""El ataque inutilizo las armas principales de la nave insignia y la mayor parte de la DP. Tambien frio la mitad de los buferes de datos. Menos mal que transmitimos la salida de los sensores a nucleos endurecidos con regularidad, porque eso es lo que me permitira escapar de este negocio funesto. Cuando volvamos, cobrare mi parte por adelantado. Y luego, la jubilacion"".","-Desconocido, registro de audio hallado en el confin exterior",,,,
voidblaster,WEAPON,"""El efecto de cizalladura del espacio-tiempo parece propagarse a una velocidad cercana, pero no exactamente, a la de la luz local. Seguimos trabajando en ello; descartamos una descalibracion de los sensores. No podemos especular sobre el alcance teorico; el factor limitante es la capacidad de enfoque dentro del espacio normal. El dano en objetivos no reforzados es drastico. Tendre que redactar el informe oficial mas tarde, nos estan llegando demasiados datos nuevos... No estoy seguro de como los bots pudieron idear esto por su cuenta. A Zunya le va a encantar"".",-INFORME HOLOGRAFICO CERRADO para ser entregado UNICAMENTE al Director de Adquisiciones Especiales,,,,
skirmish_unit,SHIP,"Coincidencia mas cercana encontrada para la entrada de archivo de la fragata clase ""Iklwa"", 54,38 % de confianza. Consultando base de datos... ""Agil y, una vez que la doctrina de Armada maduro ante las nuevas condiciones de la Rebelion de los Bandidos de Aquila, la ubicua Iklwa formo la- ALERTA DE VIOLACION DEL UMBRAL DE SEGURIDAD DE LA INFORMACION DEL DOMINIO
// reiniciando flujo de datos...

-vergonzoso y costoso incidente en la estrella de Van Maenens fue solo el proverbial ultimo aviso antes de la criticidad. La indignacion publica en todos los niveles llevo a la apertura de una investigacion sobre altos cargo- ERROR // -no retrocederemos, nunca nos retiraremos. Desde el Cinturon de Orion hasta la Frontera de Polaris, desde- ERROR FATAL DE ACCESO //

Este TriPad no esta autorizado para proporcionar descripciones adicionales del ID de producto solicitado. Por favor, aumente su nivel de permiso de datos de acuerdo con los Estandares de Seguridad de la Informacion del Dominio.",,,,,
overseer_unit,SHIP,"Coincidencia mas cercana encontrada para la entrada de archivo de la nave clase crucero de apoyo de frontera ""Fulgurite"", con un 53,03 % de confianza. Consultando base de datos... ""Un elemento destacado del diseno de Orion Shipyards tras el exodo de la ""Era Esmeralda"", esta plataforma de utilidad de clase frontera contaba con un emisor de microondas montado en el eje, modulado para la orbica hacia el... ADVERTENCIA: SE HA SUPERADO EL UMBRAL DE VIOLACION DE LA SEGURIDAD DE LA INFORMACION DEL DOMINIO
// reiniciando flujo de datos...

-y dijo: ""Que las forjas florezcan en nuestro Dominio Humano; que asi se coronen con la riqueza y la gloria de mil estrellas!"". Aunque la cita se atribuye a... ERROR // -el Nucleo Terrano hacia la region de Sadr, nuestros grupos de batalla estan listos para proteger nuestro modo de vida, nuestra propia existencia! ERROR DE ACCESO FATAL //

Este TriPad no esta autorizado para proporcionar descripciones adicionales del ID de producto solicitado. Por favor, aumente su nivel de permiso de datos de acuerdo con los estandares de seguridad de la informacion del Dominio.",,,,,
assault_unit,SHIP,"Coincidencia mas cercana encontrada para la entrada de archivo de la clase destructor ""Erebid"" (recategorizado), 43,87 % de confianza. Consultando base de datos... ""El mando de la Armada, la mayor parte de los cuales escapo de un procesamiento directo mediante la 'Ola Gris', que vio a casi cuatrocientos oficiales superiores dimitir de- ADVERTENCIA: LIMITE DE VIOLACION DE SEGURIDAD DE INFORMACION DEL DOMINIO
// reiniciando flujo de datos...

-de las Reformas de Garantia de Calidad y Diseno Interestelar -una serie de leyes aprobadas durante doce ciclos intensos por el organo representativo del Dominio Humano y denominadas solo asi por historiadores posteriores- que sentaron las bases legales para la aplicacion drastica de la gestion de derechos de fabricacion (en adelante- ERROR DE ACCESO FATAL //

Este TriPad no esta autorizado para proporcionar descripciones adicionales del ID de producto solicitado. Por favor, aumente su nivel de permiso de datos de acuerdo con los Estandares de Seguridad de Informacion del Dominio.",,,,,
hive_unit,SHIP,"ERROR de identificacion: el objetivo no coincide con ninguna clase de nave conocida en el registro del Dominio ni en las referencias historicas. Enviar datos para entrada temporal? Procesando. ERROR // ADVERTENCIA: UMBRAL DE VIOLACION DE SEGURIDAD DE LA INFORMACION DEL DOMINADO
// reintentar?
 Procesando. ERROR // ADVERTENCIA: UMBRAL DE VIOLACION DE SEGURIDAD DE LA INFORMACION DEL DOMINADO
// reintentar?
 Procesando. ERROR // ADVERTENCIA: UMBRAL DE VIOLACION DE SEGURIDAD DE LA INFORMACION DEL DOMINADO
// proceso fallido.

Pongase en contacto INMEDIATAMENTE con el departamento de SEGURIDAD DE LA INFORMACION DEL DOMINIO para revisar el cumplimiento de los estandares de seguridad de la informacion del Dominio.",,,,,
standoff_unit,SHIP,"Coincidencia mas cercana encontrada para la entrada de archivo del casco clase ""Kardakes"", con un 32,11 % de confianza. Consultando base de datos... ""Destinado en un principio a sustituir a la plataforma de armas balisticas pesadas de asedio orbital clase Hathoda, y considerado posteriormente una nave de guerra de clase capital por derecho propio antes de la orden de reclasificacion del 4.o esquema de la Armada del Dominio, la Kardakes se desplego por primera vez en condiciones de combate durante la reconquista de la insurgencia de Eridani... ADVERTENCIA: SE HA SUPERADO EL UMBETO DE VIOLACION DE LA SEGURIDAD DE LA INFORMACION DEL DOMINIO
// reiniciando flujo de datos...

-tecnologia de ""firmas"" integrada a nivel nanocomimico por la propia nanoforja, con efectos minimos en la integridad estructural total... ERROR DE ACCESO FATAL //

Este TriPad no esta autorizado para proporcionar descripciones adicionales del ID de producto solicitado. Por favor, aumente su nivel de permiso de datos de acuerdo con los estandares de seguridad de la informacion del Dominio.",,,,,
fabricator_unit,SHIP,"Coincidencia mas cercana encontrada con la entrada de archivo para el casco de fabricante movil de clase ""Ilmari"", con un 60,33 % de confianza. Consultando... ""A pesar del incidente de muerte masiva en Hipparcos durante el 3.er ciclo de la 204.a asamblea, este autor sostiene que fue un acto de error humano que rozaba la negligencia, mas que la automatizacion, lo que explica... VIOLACION DEL NIVEL DE SEGURIDAD DE INFORMACION DEL DOMINIO
// reiniciando flujo de datos... 

...base de fabricacion de la frontera para acelerar el desarrollo en sistemas recien anadidos a la red de Portales, particu... ERROR FATAL DE ACCESO //

Este TriPad no esta autorizado para proporcionar descripciones adicionales para el ID de producto solicitado. Por favor, aumente su nivel de permiso de datos de acuerdo con los estandares de seguridad de informacion del Dominiente"".",,,,,
attack_swarm,SHIP,"""Entre la telemetria de intercepcion y el rescate, nos vemos obligados a concluir que no hay una designacion fija, ni una identidad, para los elementos individuales del enjambre. Se definen unicamente por su funcion"".

""Componentes, subcomponentes e incluso estructuras mas grandes desempenan roles intercambiables entre los fragmentos, pero cada pieza demuestra una forma unica que se adapta in situ al ensamblaje principal. Es... la pesadilla de algun ingeniero loco"".","-Desconocido, registro de audio hallado en el confin exterior",,,,
onslaught_mk1,SHIP,"Este es el venerable diseno, el precursor, el progenitor: el acorazado Onslaught Mk.I. Sus lineas son extranas, incluso atavicas, para los ojos modernos. Fue creado para servir a la Armada del Dominio hace mucho tiempo contra alguna amenaza existencial ya olvidada, envuelta en las brumas del tiempo y la propaganda.

No carece de modificaciones: se ha aumentado la capacidad de combustible y se ha optimizado el primitivo hipermotor integrado. Sin sistema de escudos; en su lugar, esta nave monta dos enormes modulos de blindaje adicional. Estos estan destinados a ser retirados para su reparacion tras recibir danos de combate y sustituidos por repuestos que se guardan en el tren logistico. Se ha instalado una forma asombrosamente robusta de automatizacion electromecanica en todos los subsistemas principales.

El brutal poder de la clase Onslaught que el Dominio Humano ejercio durante miles de ciclos es evidente incluso en esta, su forma primitiva.",,,,,
module_onslaught_armor_left,SHIP,"Una enorme pieza de blindaje adicional para montar en el flanco izquierdo del Onante Mk.I, que permite a la nave resistir un fuego imposiblemente pesado para centrarse en su objetivo principal. El diseno modular se concibio originalmente para minimizar el tiempo de inactividad en los astilleros.",,,,,
module_onslaught_armor_right,SHIP,"Una enorme pieza de blindaje adicional para montar en el flanco derecho del Onslaught Mk.I, que permite a la nave resistir un fuego imposiblemente pesado para centrarse en su objetivo principal. El diseno modular se concibio originalmente para minimizar el tiempo de inactividad en los astilleros.",,,,,
heavy_adjudicator,WEAPON,"Un enorme canon de metralla de largo alcance. El Heavy Adjudicator debe integrarse en el casco del Onslaught Mk.I debido al enorme volumen de los sistemas de retroceso y de alimentacion de municion. Llena el espacio con una asombrosa tormenta de metralla a gran distancia; cualquier caza, mis<0xC2>endido o nave sin blindaje esta condenado si se encuentra dentro de esta zona de muerte.

La pregunta sigue en el aire: para que proposito se diseno una arma tan especializada antes del auge de la doctrina de cazas de ataque moviles compatibles con la nanoforja?",,,,,
onslaught,SHIP,"Un diseno venerable, los acorazados de clase Onslaught fueron creados hace mucho tiempo para servir a la Armada del Dominio, antes del desarrollo de armas de ataque avanzadas, armas de energia modernas y sistemas de escudo.

Cuando se lanzaron por primera vez desde el astillero orbital, su potencia de fuego y velocidad de rafaga intimidaron sin duda a sistemas enteros. Algunos incluso dicen que fueron construidos para combatir a no humanos en una guerra olvidada. Mucho mas tarde, los ingenieros de los Astilleros Orion realizaron modificaciones en los planos para incluir un sistema de escudo, actualizaron el hipermotor y redujeron la tripulacion necesaria mediante la automatizacion y la ingenieria iterativa. Aunque existen planos mas avanzados, el Onslaught sigue siendo el mas facil de fabricar debido a la brutal simplicia de sus sistemas.

Una nave disenada sin tener en cuenta los escudos, construida para poder resistir un pesado bombardeo de fuego enemigo y contraatacar protegiendo a su tripulacion, es muy apreciada por sus oficiales y tripulantes. Y contraatacar, puede hacerlo; el inigualable potencial balistico del Onslaught puede devastar flotas enteras en minutos, siendo su unico inconveniente la dependencia logistica de la municion.

Las tripulaciones del Onslaught se enorgullecen de servir en la clase que constituye la columna vertebral de la Armada de la Hegemonia.",,,,,
astral,SHIP,"Un buque capital tecnologicamente avanzado, el portaaviones de clase Astral proyecta un vasto poder de fuego mediante sus numerosos escuadrones de naves de ataque.

Se cree que el casco de clase Astral fue la quintaesencia del diseno de portaaviones durante el final del Dominio, en los ciclos previos al Colapso. El casco esta dotado de automatizacion integrada, nucleos de sub-IA y drones de mantenimiento que utilizan algoritmos militares avanzados para multiplicar la eficacia en combate. El armamento defensivo suele consistir en torretas de defensa de punto respaldadas por misiles de largo alcance, destinados a mantener la presion sobre los hostiles para evitar un combate cercano.

El verdadero poder de un Astral reside en la flexibilidad sin precedres de su complementacion de cazas. Casi cualquier nave enemiga puede ser enviada al fondo rapidamente mediante el lanzamiento coordinado de un escuadron de interceptores agiles, bombarderos de ataque o cazas de apoyo. Las instalaciones automatizadas garantizan que los escuadrones que regresan sean reparados, rearmados y reemplazados rapidamente tras la seguridad de la enorme matriz de emisores de escudo X-35. Segun la doctrina, el portaaviones Astral nunca se despliega solo, ya que su blindaje ligero es vulnerable si el X-35 es derribado. El Astral, acompanado por una horda de escoltas, es ideal como nucleo de una fuerza de tarea de portaaviones capaz de subyugar planetas enteros y bloquear enormes volumenes de espacio.

Entre los buques capital mas avanzados que operan en el actual Sector Perseano, pocos Astrals sirven en la Armada de la Hegemonia debido a los altos requisitos tecnologicos y a las preocupaciones de seguridad. Altos oficiales corporativos de Tri-Tachyon y algunos pocos y raros almirantes privados extraordinariamente ricos utilizan a veces el Astral como su nave insignia.",,,,,
atlas,SHIP,"Las naves de clase Atlas son grandes plataformas de carga espacial con un hipermotor y algunos sistemas defensivos. Cientos de contenedores pueden engancharse al casco y ser transportados con facilidad por este gigante.

Utilizado tipicamente para reabastecer eficientemente puestos de avanzada enteros, el Atlas no es apto para las rutas comerciales pequenas y rapidas que son el pilar del comercio en el Sector. Su baja velocidad y gran tamano siempre atraen a invitados no deseados, que van desde curiosos que vienen a ver el enorme coloso, hasta piratas de saqueo que pretenden desactivar el cierre magnetogravitatorio de un contenedor, o fanaticos sendistas decididos a destruirlo todo. No obstante, la Hegemonia hace un uso extensivo de ellos, especialmente para descargar biomasa de los mundos agricolas de forma estacional. Para este proposito, la Hegemonia reune grandes convoyes de Atlas; estos estan protegidos por cruceros militares que garantizan la seguridad de la linea de vida de los ciudadanos de la Hegemonia.

El mando de un Atlas es un castigo poco comun para los capaces, una mezcla desigual de aburrimiento que anula el alma y terror absoluto, como resultado de las rutas comerciales normales y los ataques piratas, respectivamente.",,,,,
conquest,SHIP,"El crucero de batalla clase Conquest es la encarnacion de la potencia de fuego concentrada. Desarrollada en el periodo inmediatamente anterior a la popularizacion de las naves de caza, esta clase prioriza la potencia de fuego y la velocidad sobre la proteccion de blindaje.

Los tacticos navales espaciales de la epoca confiaban en que los nuevos sistemas de armas siempre superarian al blindaje y a los escudos, siendo por tanto la clave para ganar un combate. Asi que, por de que no construir una nave para la velocidad y el poder? Dotadle de la proteccion de blindaje de un crucero, pero armadle con las mejores armas disponibles para cualquier nave, y que siga siendo mas rapida que aquellos pesados behemots de linea. El Conquest es un buen ejemplo de estos conceptos aplicados a un casco. Se incorporaron muchas otras tecnologias avanzadas al diseno, incluyendo montajes de armas disenados para un combate en rotacion. Esta maniobra requiere una mayor habilidad de navegacion, a la vez que proporciona mas opciones tacticas a los oficiales al mando.

La fortuna favorece a los audaces, decian los antiguos. Esta clase de naves favorece, de hecho, al capitan audaz, dispuesto a arriesgarlo todo por la emocion de la victoria.",,,,,
paragon,SHIP,"La cuspide de los disenos de acorazados del Dominio, aunque quizas menos como resultado de una necesidad militar y mas como fruto de las ambiciones de ciertos altos mandos estrategicos de la Armada del Dominio, con el respaldo considerable de la corporacion Tri-Tachyon, entre otros importantes contratistas.

Ninguna nave puede resistir ni superar en potencia de fuego a la clase Paragon, un autentico Leviatan de una epoca pasada.",,,,,
odyssey,SHIP,"El diseno esferico y asimetrico oculta la potencia de este crucero de batalla. El casco base presenta una dotacion que favorece las armas de energia pesadas y la movilidad. La capacidad de un hangar de dos alas complementa las opciones tacticas.

El Odyssey fue considerado un despilfarro de diseno por el Comite de Adquisiciones Navales del Dominio, con numerosas objeciones planteadas: sin un enfoque tactico unico, las salas de juntas de los oficiales son demasiado grandes, la red de energia solo utiliza componentes premium y los accesorios son demasiado caros. A pesar de varias rondas de aumentos de presupuesto astronomicos y rumores de un escandalo de sobornos, el contrato de produccion solo fue denegado antes de las pruebas finales del prototipo. Sin querer perder nunca una oportunidad rentable, Altair Exotech licencio la clase Odyssey a varias corporaciones de desarrollo de la frontera, incluida Eridani-Utopia, para proporcionar sedes de prospeccion movil y plataformas de operacion admirablemente armadas. Es para este papel en la explotacion megacorporativa de las fronteras que la clase Odyssey, de otro modo rara, llego al Sector Perseano.",,,,,
dominator,SHIP,"Pesado y amenazante, la clase Dominator es uno de los cruceros de defensa de sistemas mas extendidos en el espacio de la Hegemonia.

Aunque no es el casco mas avanzado tecnologicamente, confia en una gran cantidad de puntos de anclaje balisticos para cumplir su mision, que suele ser la defensa de instalaciones orbitales y puntos vitales de las rutas comerciales intersistemicas. Un emisor de escudos deficiente, dificil de gestionar y, por tanto, rara vez utilizado, da paso a un sistema de cinturon de blindaje entrelazado casi impenetrable que protege al Dominator de la mayoria de las armas. Ni siquiera los aviones de combate pueden superar la lluvia de proyectiles que se lanza para interceptar sus cargas. Este casco demuestra que la ingenieria militar probada y contrastada es dificil de vencer con nuevas ideas y tecnologias, especialmente cuando esta en manos de tripulaciones resistentes y decididas y oficiales experimentados.

Fiable, duradero y una presencia constante en el espacio de los mundos civilizados y puestos de avanzada, el Dominator es quizas el mas odiado y temido por los piratas y los agentes corporativos que infringen la ley. ",,,,,
aurora,SHIP,"El crucero de clase Aurora es una maravilla tecnologica, poco comun entre las flotas de guerra contemporaneas. Siendo uno de los cruceros mas rapidos y maniobrables del Sector, tambien es uno de los mas seguros, siempre que su generador de escudos, inusualmente eficiente, se emplee con sensatez y se eviten los ataques de flanco.

Solo cabe preguntarse que podria lograr la Armada del Dominio con una flota de estas naves elegantes, asimetricas y eminentemente eficaces. Los escudos cuentan con el respaldo de sistemas de disipacion de flujo altamente avanzados instalados por todo el casco, lo que otorga al Aurora una gran reserva de flujo.

La mayoria de los planos necesarios para fabricar naves de clase Aurora son secretos corporativos celosamente guardados, pero algunos tambien han prestado servicio en flotas de Tri-Tachyon y, raramente, pueden encontrarse en las flotas de capitanes mercenarios emprendedores.",,,,,
apogee,SHIP,"La nave de clase Apogee es una combinacion eficaz de tecnologias cientificas y militares avanzadas, perfecta para la exploracion de largo alcance en espacio hostil.

La clase presenta un diseno asimetrico con una gran seccion delantera, habitualmente equipada con escaentes tecnologicos de largo alcance. Los capitanes de Apogee estan acostumbrados a operar solos y suelen ser un grupo independiente y autosuficiente.

La nave puede defenderse en enfrentamientos individuales mediante el uso inteligente de su potente emisor de escudos y sus fuertes motores. Sin embargo, su indice de blindaje la hace parecer algo fragil sobre el papel y, por ello, rara vez forma parte de grandes acciones de flota.

Los altos costes de construccion suelen significar que solo los prosperos consorcios de tecnomineria pueden permitirse una nave de clase Apogee totalmente equipada para una funcion exploratoria agresiva.",,,,,
venture,SHIP,"Resistentes, fiables y no excesivamente caros, los cruceros de clase Venture suelen ser adquiridos por corporaciones privadas para tareas de escolta o reacondicionados por pequenos mundos no alineados para la defensa del sistema.

Las naves de clase Venture son, quizas, los cruceros civiles mas utilizados del Sector. Los planos del Venture estan ampliamente disponibles y a menudo pueden obtenerse sin mucha dificultad.

Cuando los utilizan pequenas corporaciones, la nave suele ser el orgullo de la flota y se emplea para apuntalar operaciones vitales. Debido a su ubicuidad, la nave tambien sirve en bastantes bandas piratas, donde a veces desempena el papel de nave de mando.","Resistente y fiable, el Venture suele estar equipado con un buen complemento de misiles, pero carece de la potencia de dano sostenido necesaria para desenvolverse bien en combates prolongados. Un hangar de drones de mineria integrado proporciona defensas adicionales; algo especialmente util porque los generadores de energia de grado civil hacen que los escudos sean faciles de sobrecargar.",,,,
eagle,SHIP,"Los cruceros de clase Eagle suelen encontrarse en el nucleo de las flotas militares que se dirigen a la batalla. No es dificil ver por que: con un perfil general solido y un motor robusto, el letal paquete de armas del Eagle es una amenaza para todos los enemigos.

El Eagle puede asestar un fuerte golpe tactico a las formaciones enemigas. Sus numerosos emplazamientos de torretas y puntos de armamento lo hacen muy peligrooso para enemigos mas pequenos. Un blindaje decente y un potente emisor de escudos le permiten mantener su posicion incluso en inferioridad numerica, o incluso frente a una nave mas grande y poco comun.

Estas fortalezas se ven algo contrarrestadas por las naves de ataque: un capitan del Eagle siempre debe vigilar sus sensores en busca de un escuadron de ataque que se aproxime, ya que su nave sera facilmente lisiada por multiples impactos de armas de ataque modernas.

Encarnacion del elegante y poderoso crucero espacial de la epoca del Dominio, las naves de clase Eagle son un hermoso recordatorio de los logros tecnologicos y esteticos del pasado de la humanidad. ","Agil para ser un crucero, el Eagle es dificil de flanquear y posee una potencia de fuego frontal impresionante y concentrada.",,,,
falcon,SHIP,"A menudo llamado el hermano pequeno del crucero Eagle, el crucero de clase Falcon sacrifica blindaje por velocidad, cumpliendo perfectamente la funcion de crucero ligero en las flotas militares de todo el Sector.

Sin embargo, la designacion de ""ligero"" no indica una reduccion significativa de la potencia de fuego, lo que convierte al Falcon en un activo tactico valioso para cualquier flota. La nave es capaz de desempenar una gran variedad de funciones, desde apoyo cercano hasta asalto, si cuenta con la configuracion adecuada.

Los motores de primer nivel del Falcon le permiten retirarse rapidamente del combate en caso de que sus defensas se vean presionadas hasta un punto critico.

Rapidos y elegantes, los cruceros de clase Falcon suelen encontrarse como elementos de vanguardia en formaciones de flotas mas grandes, o desplegados para reforzar convoyes anticontrabando.","Este crucero ligero posee una movilidad que averguenza a las naves mas pequenas, pero su potencia de fuego es algo escasa. Sin embargo, el Falcon aun puede enfrentarse a naves menores gracias a sus generadores de potencia de clase crucero y su blindaje.",,,,
medusa,SHIP,"Una nave temible cuyo motor de alto nivel proporciona una gran velocidad y maniobrabilidad para un destructor. Sus multiples ranuras para armas de energia permiten una gran variedad de posibilidades tacticas. Su rendimiento, el mejor de su clase, se ve contrarrestado por un exigente perfil logistico que ha llevado a algunos comandantes de flota a evitar su uso en favor de naves que pueden desplegarse con mas frecuencia y menor coste.

La Medusa es uno de los destructores mas respetados del Sector debido a su asociacion con las operaciones encubiertas y los piratas de elite, y los pocos espaciales que han servido a bordo de una Medusa pueden dar fe de su sofisticacion tecnologica.

Los planos de la clase Medusa son escasos y sus propietarios los custodian con recelo; los piratas solo han obtenido un casco de clase Medusa en contadas ocasiones y los resultados fueron, inevitablemente, una amenaza drastica, aunque a corto plazo, para las patrullas locales y una consecuente reduccion del volumen de transporte intrasistemico de pequeno y mediano tamano. Tales eventos se consideran un enorme estorbo, especialmente por el aumento de las primas de los seguros. Muchos consorcios comerciales se limitan a ordenar a sus flotas que esperen a que los piratas agoten la preparacion de combate de su nuevo juguete para que las autoridades locales puedan eliminar el problema de una vez por todas.",,,,,
